Date,log_oil_usd,log_gold_usd,log_usd_inr,log_oil_inr,log_gold_inr
1989-02-01,2.826721730819709,5.959741654912034,2.7239563581192665,5.550678088938976,8.6836980130313
1989-03-01,2.928523523860541,5.96653128056277,2.738734583233205,5.667258107093746,8.705265863795976
1989-04-01,3.011605622710281,5.951683677096137,2.7548065524439833,5.766412175154264,8.70649022954012
1989-05-01,2.924773184613497,5.916336824416143,2.7789310669833602,5.703704251596857,8.695267891399503
1989-06-01,2.871868286331605,5.906995390481532,2.7984696528907365,5.670337939222342,8.705465043372268
1989-07-01,2.8690346205080335,5.927032686948593,2.798256468988359,5.667291089496392,8.725289155936952
1989-08-01,2.8195915758351173,5.9002808416853645,2.8099507379308157,5.629542313765933,8.71023157961618
1989-09-01,2.87751164216656,5.890953365511593,2.818099706246168,5.6956113484127275,8.709053071757761
1989-10-01,2.9396908826703663,5.905034819109594,2.8225091997452956,5.762200082415662,8.72754401885489
1989-11-01,2.930126516455997,5.977010590137832,2.8287800018895237,5.758906518345521,8.805790592027355
1989-12-01,2.987700101856727,6.0146682469396175,2.829205322658677,5.8169054245154035,8.843873569598294
1990-01-01,3.056356895370426,6.016425416397235,2.8310521869081033,5.887409082278529,8.847477603305338
1990-02-01,2.9861868607104594,6.032630482473802,2.83259550617487,5.81878236688533,8.865225988648673
1990-03-01,2.91180703861623,5.97396227197184,2.8400370682277467,5.7518441068439765,8.813999340199587
1990-04-01,2.8100049236252036,5.924897302835869,2.850376967444563,5.6603818910697665,8.775274270280432
1990-05-01,2.7942278973432626,5.910932136216061,2.852121684630648,5.646349581973911,8.763053820846709
1990-06-01,2.714694743820879,5.864568236419437,2.8576763750580225,5.572371118878901,8.72224461147746
1990-07-01,2.843163674909384,5.893107229491114,2.857153880507926,5.7003175554173104,8.75026110999904
1990-08-01,3.3021134234382563,5.978201986874404,2.8533907569361867,6.155504180374443,8.83159274381059
1990-09-01,3.5524868292083815,5.964401627558293,2.8825355795357543,6.435022408744136,8.846937207094047
1990-10-01,3.58407433974781,5.942116727477643,2.894452309996622,6.478526649744432,8.836569037474264
1990-11-01,3.4986265269937014,5.944713552418529,2.8957738071851593,6.394400334178861,8.840487359603689
1990-12-01,3.341801171705499,5.932112552657711,2.8974135726852106,6.2392147443907096,8.829526125342921
1991-01-01,3.1599747169480397,5.94970461285975,2.909029939714698,6.069004656662738,8.858734552574449
1991-02-01,2.972463646614637,5.896686725575843,2.937043277205311,5.909506923819948,8.833730002781154
1991-03-01,2.9486406660201405,5.895339035010599,2.957142161530017,5.905782827550158,8.852481196540616
1991-04-01,2.953868069455292,5.8815938759722695,2.9910412880658677,5.944909357521159,8.872635164038137
1991-05-01,2.9543893100196086,5.87759571594847,3.0213317918542035,5.975721101873812,8.898927507802673
1991-06-01,2.89977188240808,5.9045986140863205,3.0474704689584056,5.947242351366485,8.952069083044726
1991-07-01,2.9652730660692823,5.907240191853642,3.243088322221695,6.208361388290977,9.150328514075337
1991-08-01,2.9841656371825254,5.875801138454259,3.2521442428236877,6.236309880006213,9.127945381277947
1991-09-01,3.0204248861443626,5.854326658889348,3.2516720992832835,6.272096985427646,9.105998758172632
1991-10-01,3.100542637906336,5.882458505699668,3.2502698352884662,6.350812473194802,9.132728340988134
1991-11-01,3.0497468618602293,5.8865761422105525,3.2504558839639874,6.300202745824216,9.13703202617454
1991-12-01,2.9128939952449864,5.890898077182945,3.2510719230845178,6.163965918329504,9.141970000267463
1992-01-01,2.8992213731731473,5.870567292301026,3.252809509360951,6.152030882534098,9.123376801661978
1992-02-01,2.89314568477889,5.869042643521861,3.2577926456970405,6.15093833047593,9.126835289218901
1992-03-01,2.869601996409779,5.841629541348326,3.3456036254597166,6.2152056218694955,9.187233166808042
1992-04-01,2.9402195636237325,5.824878534700086,3.3637100985838226,6.303929662207556,9.188588633283908
